epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.03142328932881355,9.999999747378752e-05,8.963077545166016,0.021551724523305893,4.047658920288086
1,0.03388786315917969,9.999999747378752e-05,5.725679874420166,0.03017241321504116,3.5319464206695557
2,0.06531114876270294,9.999999747378752e-05,4.3334736824035645,0.06896551698446274,3.3834176063537598
3,0.06715957820415497,9.999999747378752e-05,3.74238657951355,0.09482758492231369,3.3122293949127197
4,0.08009858429431915,9.999999747378752e-05,3.5041861534118652,0.09482758492231369,3.279055595397949
5,0.0905730128288269,9.999999747378752e-05,3.3750159740448,0.1034482792019844,3.2421772480010986
6,0.12261244654655457,9.999999747378752e-05,3.2788116931915283,0.15948276221752167,3.19014048576355
7,0.12692545354366302,9.999999747378752e-05,3.2278754711151123,0.15086206793785095,3.1541829109191895
8,0.12014787644147873,9.999999747378752e-05,3.1970629692077637,0.18103447556495667,3.115816831588745
9,0.1595810204744339,9.999999747378752e-05,3.125810384750366,0.18534483015537262,3.062713623046875
10,0.15465188026428223,9.999999747378752e-05,3.109898090362549,0.2198275923728943,3.013176441192627
11,0.18176217377185822,9.999999747378752e-05,3.0225961208343506,0.23706896603107452,2.9482572078704834
12,0.1947011649608612,9.999999747378752e-05,2.980955123901367,0.22413793206214905,2.9002339839935303
13,0.2156500369310379,9.999999747378752e-05,2.8957138061523438,0.25431033968925476,2.8407788276672363
14,0.23166975378990173,9.999999747378752e-05,2.852562427520752,0.2931034564971924,2.775574207305908
15,0.2507701814174652,9.999999747378752e-05,2.8141367435455322,0.2715517282485962,2.705472946166992
16,0.26740604639053345,9.999999747378752e-05,2.749765396118164,0.3103448152542114,2.662139892578125
17,0.2556993365287781,9.999999747378752e-05,2.705562114715576,0.32758620381355286,2.6039023399353027
18,0.2643253207206726,9.999999747378752e-05,2.667137384414673,0.31896552443504333,2.5568857192993164
19,0.2969808876514435,9.999999747378752e-05,2.6140992641448975,0.375,2.5219037532806396
20,0.3271718919277191,9.999999747378752e-05,2.527705669403076,0.3836206793785095,2.464873790740967
21,0.34319162368774414,9.999999747378752e-05,2.5115456581115723,0.4181034564971924,2.420624017715454
22,0.3475046157836914,9.999999747378752e-05,2.484516143798828,0.4181034564971924,2.389775037765503
23,0.3524337708950043,9.999999747378752e-05,2.452664613723755,0.44396552443504333,2.3395559787750244
24,0.3813924789428711,9.999999747378752e-05,2.3631808757781982,0.47413793206214905,2.2998876571655273
25,0.35736289620399475,9.999999747378752e-05,2.3850257396698,0.48275861144065857,2.2561583518981934
26,0.41404804587364197,9.999999747378752e-05,2.2863523960113525,0.49568966031074524,2.2075514793395996
27,0.42637091875076294,9.999999747378752e-05,2.25333309173584,0.5086206793785095,2.1808125972747803
28,0.41343191266059875,9.999999747378752e-05,2.2388761043548584,0.5301724076271057,2.1253488063812256
29,0.4288354814052582,9.999999747378752e-05,2.2091076374053955,0.5431034564971924,2.123216152191162
30,0.44855207204818726,9.999999747378752e-05,2.163576364517212,0.5517241358757019,2.0712039470672607
31,0.4787430763244629,9.999999747378752e-05,2.123276472091675,0.556034505367279,2.023350954055786
32,0.4867529273033142,9.999999747378752e-05,2.0965335369110107,0.5517241358757019,2.009030342102051
33,0.510166347026825,9.999999747378752e-05,2.043272018432617,0.5344827771186829,1.9762476682662964
34,0.5015403628349304,9.999999747378752e-05,2.035778760910034,0.5948275923728943,1.9566819667816162
35,0.5064694881439209,9.999999747378752e-05,2.018902063369751,0.6206896305084229,1.9031847715377808
36,0.5341959595680237,9.999999747378752e-05,1.9894806146621704,0.607758641242981,1.8708950281143188
37,0.5409734845161438,9.999999747378752e-05,1.9427653551101685,0.6293103694915771,1.8257050514221191
